"Payment method for distribution server","Bezahlmethode für Verteilerversand"
"Use only payment methods that do not require user input!","Verwenden sie nur Zahlverfahren die ohne Benutzereingabe auskommen!"
"Shipping method for distribution","Versandmethode für Verteilerversand"
