"Maximum allowed file size for upload is","Maximale Dateigröße für Upload beträgt"
"Please check your server PHP settings.","Bitte PHP-Server Einstellungen überprüfen."
"Tb","Tb"
"Gb","Gb"
"Mb","Mb"
"Kb","Kb"
"b","b"
"Browse Files...","Dateien durchsuchen..."
"Upload Files","Datei/en hochladen"
"Complete","Vollständig"
"No preview for videos","Kein Vorschau für Videos verfügbar"
